comment,label
Chưa thấy 12 đã bàn 13. Thôi tiện công bàn thì bàn luôn con 20 đi,neutral
Có khi nào dẹp luôn cái màn hình ko nhỉ :D,neutral
"COn số của ip có vẻ cao nhưng nhìn lại vẫn thấy tổng doanh số của Samsung vẫn hơn, phục vụ nhiều phân khúc nhiều nhu cầu khách hàng khác nhau, tiếp túc phát huy nhé Sam",positive
"nào mấy antifan chê mãi S20+ đi, 3.5 triệu chiếc đó, hoành tráng kém gì ai đâu!",neutral
"Các máy android tôi vẫn thích của Samsung nhất, doanh số của Xiaomi có thể cao hơn vì vừa tầm giá, nhưng chất lượng tôi vẫn đánh giá cao samsung hơn",positive
Samsung của tôi vẫn chất lượng như thuở nào. Nghìn like.,positive
dã man apple toàn máy cao cấp giá cao mà bán vẫn tốt,neutral
Kinh khủng thật. Iphone 11 bán hơn 19 tr chiếc.,negative
"Tôi xài cả ios và androi đây.Thích thì mình xài thôi, Suốt ngày cãi nhau Để làm cái gì.",neutral
Iphone Xr có hổ trợ sạc nhanh nhé !!!,positive
"Iphone những người có tiền họ mới mua, mà người có tiền thì rất nhiều...",neutral
Toàn iPhone với Samsung lẫn vào 2 anh Xiaomi.,neutral
Vị trí số 1 có doanh số bán gần gấp 3 lần so với vị trí số 2. Apple đúng là number one.,positive
"10 slot đứng đầu sam chiếm hết 4, và 6 slot còn lại thì cũng là màn hình sam, ram của sam, bộ nhớ của sam, cảm biến camera của sam, ai đứng đầu thì sam cũng hưởng lợi",positive
Doanh số 1 mình ip 11 chấp cả 3 con android phía sau gộp lại dù giá ip 11 đắt gấp 3-4 lần.,neutral
1 nửa thế giới toàn xài ip các bác ạ. Nên ip bán khủng thật.,positive
"Vị trí dẫn đầu gấp gần 3 lần vị trí thứ hai, vãy thật. Thế mà lúc mới ra iPhone 11 anti cứ nói Apple sắp chết. Kakakaka. Dành cho mấy anti câu này: hữu xạ tự nhiên hương.",neutral
XR có hỗ trợ sạc nhanh 10W và sạc không dây,positive
Iphone ghê thật nhờ =),positive
"Tôi dị ứng từ samsung, xe hàn, thực sự không thích tý nào.",negative
Quá kinh khủng ip 11 bán 1 quý thôi là đủ lọt top 10 bán chạy của năm rồi. Quý sau dự là ip SE thế chỗ.,positive
"Ơ ơ ơ Huawei đâu rồi. Thế đòi là số 1 TG cơ,buồn cười",neutral
Dùng android thì sướng hơn ios cơ mà đúng là iphone bền hơn gấp android vài lần hỏng lại dễ sửa.,neutral
Team Samsung nè. Ngon bổ,positive
"Haizz, có mấy cái apple muốn bỏ đây!",negative
"mình mới mua 4 cái vinsmart tặng bố mẹ 2 bên , dùng rất ngon",positive
"Người Việt dùng hàng Việt, chung tay tự tạo cho dân mình việc làm !!",positive
"Vsmart tốt. Chất lượng và giá cả tốt, hợp lý cho người Việt. Tôi đang dùng và thấy rất thích!!",positive
Mình đang dùng VSMART ACTIVE 1+. RẤT HÀI LÒNG,positive
Chúc mừng Vsmart. Cá nhân thấy việc bác V ko tấn công phân khúc cao cấp ngay từ đầu mà tập trung làm điện thoại giá thấp là tỉnh táo.,positive
Oh nhiều người dùng thế nhỉ )),neutral
"Trải nghiệm VS mới biết sao đạt được con số này. Máy rất hiểu người dùng, giá cả cạnh tranh. VS sẽ còn tiến xa",positive
"Đang sài active 3. Ngon bổ rẻ, thường xuyên được update. Camera hơi kém sắc 1 chút so với samsung thôi.",positive
"Sản phẩm của vin dùng tốt trong tầm giá, ko phải nói là xứng đáng với số tiền phải bỏ ra. Quan trọng nhất giờ Vsmart phải chăm chút phần mềm là ok.",positive
tôi đang sử dụng con active 3 xài rất mượt.,positive
"Hàng Việt có chất lượng, giá thành rẻ. Để người Việt dùng hàng Việt",positive
Nhà mình dùng VinSmart cả nhà 6 cái thấy rất Ok .,positive
"Đã dùng joy3 và ưng í quá nên làm thêm 2 con nữa cho ông bà nội ngoại, sp tốt màn to, cấu hình khỏe, giá ổn. Đợi máy mới dòng cao cấp hơn và 100% sẽ dùng",positive
"Đánh bật hàng tàu, làm giàu đất nước. Mình mong muốn nhỏ nhoi như thế mà thôi.",positive
"Mình rất ủng hộ bác Vượng, nhưng kinh tế không đủ nên ko mua xe của bác Vượng được, chỉ ủng hộ được 2 con Vsmart Joy 3. Nói chung giá rẻ, đẹp, cấu hình ngon",positive
"Rating: giá 10/10, chất: 8/10, bảo hành: n/a (đã hỏng đâu mà có trải nghiệm ^-^). Lần mua tiếp, sẽ chọn vsmart",positive
thế này mà áp dụng đc bán điện thoại lock với các hãng viễn thông nội địa nữa thì giá còn giảm nữa. cạnh tranh với TQ vô tư,positive
"Đang xài 1 cái Live, thấy ổn",positive
"Đang sử dụng Vinsmart theo mình nếu chỉ để nghe gọi, lướt face, chụp, quay thì Vins có phần nổi trội hơn nhiều các hãng khác cùng giá.",positive
Chúc mừng nhé,positive
"Hy vọng oto vin cũng làm được như đt vin, cho oto nhật hàn thua thì mừng lắm",positive
"M vẫn đang dùng Vsm thấy đáp ứng được tốt nhu cầu của mình, cá nhân thấy vsm đang đi đúng hướng. Giờ thì ngóng sản phẩm cao cấp để trải nghiệm nữa",positive
Trong 1.2 triệu chiếc mình đã đóng góp 1 chiếc vsmart live 6/64 GB. Vin đã tri ân bằng cách tăng thêm 1 tháng bảo hành lên 19 tháng. Ổn so với mình đấy chứ.,positive
"Vinsmart mua cho người già 40 tuổi đổ lên thì được, gọi là thay cục gạch. Thanh niên thì ko dùng được chậm lắm.",neutral
Chúc mừng VinSmart,positive
Đó thật sự là một tin tốt lành. Mong rằng thời gian tới con số sẽ tăng mạnh thêm.,positive
Đang dùng con joy1+ mãi k hỏng mua cái khak,positive
chúc mừng vinsmart tuy không có sự góp mặt của mình hehe,positive
"Mình đã ủng hộ 5 con Vsmart live , mua cho gia đình và người thân. Từ tết giờ xài rất ổn.",positive
Thật tuyệt vời Vinsmart. Hi vọng sẽ ra nhiều dòng điện thoại cao cấp hơn.,positive
"Tôi cũng mua điện thoại của vsmart mà nhân viên cửa hàng cứ đổi hướng tư vấn mấy hãng của TQ, tôi rất bực mình rất gét luôn.",negative
Vsmart bán nhiều hơn đt Sony trên toàn cầu luôn,positive
ai thấy điện thoại nào tốt thì xài điện thoại đó. Tôi thấy iphone tốt nên tôi chỉ xài iphone.,neutral
"Tôi đùng cá bphone và vin smart bạn joy 3 , dùng hàng Việt để công nhận có việc làm có nhiều tiền hơn tôi cũng mua ô tô điện của Vin ( đã sản xuất )",neutral
Chúc mừng Vsmart nhé,positive
"Ủng hộ hàng Việt,ủng hộ Vinmart.Người Việt dùng hàng Việt.Chúc Vin thành công và lớn mạnh hơn nữa",positive
Ủng hộ vin có tiền cũng làm cái dùng,positive
Ship cho mình 1 chiếc sang Nhật với :D,neutral
Mình thì chuyên xài lại của vợ . Xuất phát từ ip 6. Có ae nào giống tui thì Like nhé....!,neutral
yeah vậy là có cơ hội lên đời điện thoại rồi. năm ngoái chờ mãi ip X để lên đời ip5s sang năm ra ip 12 sẽ lên đời ip 6 ),positive
"Sắp ra tới IP 12 luôn mà mình vẫn còn xài cái 6,hông biết ra tới cái bao nhiêu mới xài được cái IP mà chưa biết là cái mấy nửa!",neutral
Iphone 6 vẫn còn sài tốt mà,positive
"Sắp có anti vào chê thậm tệ và phán ""lại sẽ ế dài dài"" cho mà xem.",neutral
"Tai thỏ, Nốt ruồi, Hạt Sương ..v..v Không thể ưa nổi",negative
Mình đợi đến khi có ip ko tai thỏ,neutral
"Người Việt mình mỗi khi iPhone mới ra mắt, thường hay mua nhiều hơn người nước ngoài . Không biết giá iPhone 12 sẽ thế nào?",neutral
đang hóng em nó ra kkk,positive
"Ngoại hình lại quay lại thiết kế chẳng khác gì của Iphone 5, đổi mới là cái ""bếp từ đôi"" camera ở đằng sau!",neutral
Quá xuất sắc đúng là ông kẹ của làng công nghệ,positive
Đợi ip 21 ra mắt mình sẽ sắm ngay Con ip 6,neutral
"ip SE 128GB sẽ trở thành huyền thoại , khi thế hệ sắp ra mắt ko khác j mấy , và tôi sẽ chờ sự khác biệt lớn hơn",neutral
"Cứ Samsung mà xài. Tôi xài S7 4 năm vẫn ngon lành với nhu cầu của mình. Ip có nhanh , có mượt đấy nhưng chả có gì nổi trội, camera chả bao giờ đẹp hơn Sung cả. Pin cũng chả trâu, màn hình cũng chả đẹp, sạc cũng chả nhanh.",negative
"Hay vọc vạch vẽ vời nên vẫn mê nhất là Note 10+ có cái bút bao tiện, màn hình rộng bao phê.",positive
"Dùng Samsung S20 Ultra thích lắm các bác ạ, có điều kiện nên rước một em, tôi thật.",positive
"Không gì phủ nhận được chất lượng của Samsung, bằng chứng là đây.",positive
"mấy hãng Trung dạo này lên tay nhỉ, nhưng còn thua xa anh bạn Hàn, Samsung góp mặt quá nhiều cái nhất,LIKE!!",positive
"ủa có ai fan Samsung không, chắc vào xem lặng lẻ đi ra và không để lại dấu vết. háha",neutral
"Iphone SE 2020 đâu, điện thoại lắp ráp tận dụng tốt nhất.",positive
Tôi sài S9+ từ lúc ra tới giờ 3 năm rồi có bị gì đâu. Chạy ngon lành mượt nữa. Của bền tại người.,positive
Đợi Note 20 ra là quất Note 10+. Điểm 10 chất lượng,positive
"Tất nhiên ios dùng vẫn thích hơn! Nhưng nếu thích dùng androi thì xiaomi cũng là lựa chọn không tồi vì so với ss thấy cũng chẳng kém cạnh gì, giá lại phải chăng nữa.",positive
Mình rất yêu mến sản phẩm của Nokia nhưng họ chưa thể có mặt ở phân khúc này...,positive
"Cứ ĐT nào phù hợp nhu cầu và túi tiền cá nhân thì chọn mua mà xài; 2020-2021 rồi, ai hơi đâu quan tâm so đo cái ĐT làm gì nữa???",neutral
"Thấy cũng lạ nhỉ, trên các diễn đàn thì Camera của iphone không có chỗ đứng mà cũng được đánh giá cao, có gì đó không ổn.",neutral
Các điện thoại Android đi đầu trong cách mạng sạc nhanh nhỉ. Android thì tôi vẫn mãi mãi một tình yêu với Sam thôi ạ,positive
Toàn thấy các hãng Trung Quốc nhỉ. List này có thiện cảm với mỗi Samsung thôi.,positive
Dùng đt nhiều mới thấy giá trị của sạc nhanh,neutral
Nhanh như cách mà ifan đi thay pin khi cập nhật vá lỗi vậy. Haha,neutral
"Nhanh quá cũng không tốt, các dòng sạc nhanh thì sau này thay pin cũng nhanh.",neutral
Sạc nhanh tui sd dc 4 năm nay rồi nói chung OPPO sd sạc nhanh rất hiệu quả. OPPO R9 ra đời 2016 đã sd sạc nhanh rồi,positive
iPhone11Pro Max sạc lâu nhất 117 phút vẫn OK nhất!,positive
"Cái gì cũng có 2 mặt, sạc càng nhanh nguy cơ cháy nổ càng cao",negative
Những năm gần đây Samsung tập trung vào công nghệ sạc nhanh thấy thích hơn hẳn. Rất cần thiết cho người dùng hiện đại,positive
CEO oppo từng thừa nhận sạc nhanh là nguyên nhân giảm tuổi thọ của pin,negative
Có câu: cái gì nhanh nóng thì ắt mau nguội,neutral
"Nạp pin nhanh cũng tốt hơn chậm, nhưng không hiểu độ bền cục pin ra sao. Tôi quan trọng cục pin lớn, dùng cả ngày thoải mái hơn.",neutral
Mỏi mắt tìm mà không biết bao giờ mới có mặt iPhone trong danh sách.,neutral
Sam s20 pin 5000 sạc 58p. Tính ra pin lớn nhất mà sạc cũng chẳng hơn nhiều so với phần còn lại. Đang dung note10+ sạc cũng thấy nhanh mà pin cũng trâu,positive
"Sạc nhanh thì pin cũng nhanh tèo mà thôi, cái gì cũng có cái giá của nó cả.",neutral
"Công nghệ tốt, nhưng không phải tiêu chuẩn chính để chọn smartphone cho mình.",neutral
"Chúc mừng những ifan sẽ mua Pro Max, vẫn sẽ tiếp tục được dùng màn hình của Samsung =))..",positive
"Hóng em 5,4 quá. Cần lắm máy nhỏ gọn",positive
đến khi nào mới bỏ dc cái màn hình khuyết tật đây,negative
Từ khi có bài báo công bố doanh số iPhone bán nhiều nhất thế giới đến giờ không còn thấy fan sung vô chê là Apple hết ý tưởng sắp phá sản nhỉ,neutral
"Các bạn IFan hay kêu SS hay Heo Quay làm hệ điều hành, thiết kế chíp không nổi bây giờ biết nói gì đây, chắc bảo Apple là công ty bán điện thoại mà cái màn hình làm không nổi",neutral
Oled là dc ... lcd cùi quá,negative
Vẫn còn cái tai thỏ khuyết tật.,negative
"Đã nói rồi, chỉ có bản cao cấp nhất của Táo mới được xài màn Sam mà fan cứ ngại",neutral
"Mình từng làm cho Samsung, thật bất ngờ khi công nghệ Y-Octa đc SS dùng cho Note8 mà bây giờ mới đc áp dụng cho iPhone thế hệ mới ))",neutral
Có vẻ vẫn không giấu được cái tai thỏ nhỉ???,neutral
12 pro max ah. Kiên nhẫn chờ em sinh thần lần thứ 5 của em a sẽ rước em quyết không sai hẹn,neutral
"120hz làm gì cho mất công, 60hz mắt không nhận ra rồi.",neutral
Lại làm khổ ifan rồi,neutral
Tiền đâu mà lên đời đây,neutral
"Phải dành tiền ủng hộ hàng Việt Nam thôi, Tôi chọn RENO 3",positive
"mình thích Bphone ngay từ cái đầu tiên, nhưng mình không mua vì giá cao. nếu có Bphone tầm giá 3 triệu mình mua ngay.",positive
Hàm ý: ram 4gb tốt hơn hẳn anh TQ ram 8gb! Có lẽ mình cũng nên cân nhắc trc khi định thay điện thoại năm nay,neutral
"So đa nhiệm thì hơi khập khiễn đây, 1 cái ram 4G, 1 cái ram 8G",negative
"Ủng hộ bphone vì pin dùng lâu hơn, ram 4G nhưng rõ ràng bphone đã tối ưu nhiều. Chơi các game nặng đều ngon lành. Điểm hiệu năng hơn hẳn đối thủ.",positive
Nhìn trán vồ là không yêu nổi.,negative
So sánh cùng giá tiền,neutral
"Ram 4G thế này ok mà. Chọn B4 còn có esim, bảo mật, chống nước!",positive
"từ phút thứ 3 trở đi B86 đuối rồi, nên tôi quyết định chọn Reno 3 hé hé",neutral
Chup hình thua be bét rồi giò còn dám so hiệu năng á? lại thua sấp mặt luôn,negative
Không chơi game nhưng qua bài test thì 4 hay 8 không khác gì nhau,neutral
"Tại sao mỗi lần thoát ra, Bphone lại về trang chủ (Home screen) mà không ở lại ngay trang hiện tại? Như vậy rất bất tiện.",negative
Snap vẫn ok hơn.,positive
anh Bphone này sao thấy giao diện giống Ip quá vậy?,neutral
"Mình cũng thích Bphone, nhưng có vẻ giá hơi cao. và mình thích màn hình to hơn.",neutral
"Sao không thấy ai nhắc tới Pin nhỉ? Ở đây chỉ so sánh hiệu năng vì giá tương đương. Giả sử 2 máy có hiệu năng tương tự, thì có lẽ người mua đã chọn B.",neutral
điểm hiệu năng hơn nhưng thực tế lại ngang bằng nhau chứng tỏ trình tối ưu của ai đó quá kém,neutral
"Không chọn 2 con này, vì Samsung galaxy a71 ngon hơn nhưng cùng mức giá.",neutral
"Một con thuộc dòng tầm trung, một con được coi như flagship, nói thật ngoại trừ việc khởi động thì còn lại là con tầm trung kia ăn đứt hết, quan trọng cái vụ nóng máy, rất khó chịu.",negative
"Bphone tuyệt vời quá, mình phải mua ngay RENO3 thôi. sao lại có cái điện thoại lởm giá cao thế.",neutral
tôi tự hào vì BKAV có hệ điều hành cho riêng mình. rất mong Bác Vượng cùng hợp tác với Bác Quảng để tạo nên 1 thương hiệu toàn cầu.,positive
"Phải biết rằng bảo mật và chỉ nước thì Bphone hơn hẳn. tính năng chống nước, chụp điện toán đám mây cực kì quan trọng và hữu ích khi đi du lịch",positive
Sao màn hình bphone ám xanh vậy?,negative
Tôi đang dùng B86 và rất hài lòng về máy. Đáp ứng tốt nhu cầu cá nhân (không chơi game) và trải nghiệm rất tôt.,positive
"Mặt trước con Reno 3 nó nhìn rẻ tiền, nó còn xấu hơn mấy con giá rẻ Vsmart Joy hay Vsmart Bee nữa",negative
Bphone giá cao hơn cấu hình tương đương các hãng khác,negative
Nếu được chọn một trong hai máy này tôi sẽ chon iphone! Kha kha....,neutral
quá đẳng cấp. Bphone 3 ăn đứt con Oppo rồi,positive
Nếu bản vá đã có từ 07/2019 thì chúng ta nên trách bản thân trước.,neutral
"Có lẻ là câu nói để ""chữa cháy"" chứ theo tôi thì trên thế giới đâu còn nước nào xài lịch riêng tư nửa đâu ??? Họ đã thống nhất xài Tây lịch từ lâu rồi mà....",neutral
"Ít ai để ý đến mấy vụ cập nhật này nên lỗi xảy ra hàng loạt cũng hợp lý. Xem ra sau này phải chăm cập nhật thôi, không thể lười nữa",neutral
"Hãng nói đã ra bản vá từ tháng 7 năm ngoái rồi mà. Giờ hãng cũng nói là sẽ support nữa, thôi anh em đừng lo quáa",neutral
"Bởi vậy có phần mềm mới là tớ cập nhật liền. Thấy đồ công nghệ nào cũng nên vậy, phải update liên tục để máy chạy mượt",positive
"Thường thì mỗi bản cập nhật thì NPH đều có thông báo, đen do người dùng lười đọc và update thôi, chứ đỏ quên đi!",neutral
"Tốt nhất là nên cập nhật liên tục cho chắc cú các bác ơi, máy em cũng dòng Galaxy cũ xài ngon ơ 3 năm nay có bị sao đâu",neutral
 Hãng nói đã ra bản cập nhật phần mềm vào tháng 7/2019 rồi mà.Do mình không có thói quen update thooii,neutral
"cái này cũng một phen cảnh tỉnh cho bà con về việc siêng cập nhật phần mềm nhỉ, may xài flagship không sao. mình xài con S8 flagship 3 năm trước cũng không bị gì",neutral
thôi ráng mà sau này năng cập nhật phần mềm giùm. cái này chắc bảo hành free đồ ha? tranh thủ chạy ra xử cho nó lẹ làng,neutral
nhuận thì cả tỷ năm nay nó vẫn nhuận chứ có phải bây giờ mới có năm nhuận đâu,neutral
Samsung giá rẻ về chất lượng thua xa Vsmart của Việt Nam sản xuất ở cùng tầm giá. Trước mình dùng Samsung từ note 2 đến note 5 giờ quay sang dùng Vsmart live.,neutral
"Lịch âm mà ảnh hưởng đến hệ thống? Lỗi phần mềm nhỏ mà treo máy luôn, ip cũng chưa làm được điều này.",negative
Hoá ra nhưng điều huyền bí của Phương Đông là có thật ),neutral
Sao người dùng ko sự dụng lịch tây xem lịch âm làm gì,neutral
có ai biết cách khắc phục khoogn chỉ tớ cái. Thank cả nhà,neutral
Không khởi động được thì chỉnh ngày ntn?,neutral
Không hiểu kiểu gì nhưng chỗ minh thi chủ yêu máy sam sung j6+ gặp vấn đề còn loại khác ít bị,neutral
"cái tháng 4 nhuận chỉ là lịch của TQ và VN, thế giới làm gì có nước nào dùng lịch âm, lịch cũng giỗ đó đâu",neutral
"APPLE vẫn đẳng cấp hơn, đơn giản mượt mà.",positive
Nhìn thấy mặt sau là không còn muốn mua,negative
Ủng hộ vsmart hay bphone nhé các bạn.hảy cùng nhau nuôi dưỡng các doanh nghiệp này vì 1 Việt Nam hùng cường,positive
Thiết kế mặt sau xấu,negative
Vinsmart không cần phải khoa trương hay là nói nhiều. Sản phẩm của họ mang tới cho khách hàng sự hài lòng và tự khách hàng sẽ thấy được đúng mới là chất.,positive
Lux tên mình liên tưởng sữa tắm nhỉ! Hihi chúc V Smart thành công trong tương lai. Tuy nhiên nếu có thể V smart làm androi thuần thì hay biết mấy!,positive
Rất hy vọng mình sẽ là khách hàng thân thiết của Vmasrt. Tất cả vì tình yêu Nước Nhà! Vmasrt tiến lên!,positive
"Xấu quá chịu không nổi,nhưng mà vẫn ủng hộ Vmart trên tinh thần,mình thì không mua rồi,xin cám ơn",neutral
Live đã đỉnh rồi lux chắc chất lắm,positive
thích phong cách của Vsmart hơn anh Quảng,positive
Thiết kế xấu quá,negative
Mấy con Sony nhìn đẹp hơn,positive
"Một số bạn sẽ chê thiết kế xấu, thực lòng mà nói thiết kế của IPHONE nó là chuẩn mực của smartphone, nên ai đã dùng rồi thì nhìn sang chiếc smartphone nào cũng xấu cả !!!",neutral
Nếu đúng là thiết kế cam kiểu này thì chắc chắn mình sẽ rinh một cái vì kiểu gì ra trong vòng tháng sẽ tụt còn 1/3 6=2 thế là đẹp,positive
"Cảm biến vân tay mặt sau rất tiện, sao lại không có?",neutral
Hix nhìn như cái đt đồ chơi,negative
Ôi không hiểu những ai từng dè bỉu bếp than tổ ong của nhà táo sẽ nghĩ gì khi thấy mẫu lux của nước nhà...,neutral
Thương hiệu rẻ tiền thiết kế thì xấu phần mềm cùi bắp,negative
"Ý tưởng thiết kế cạn kiệt. Chỉ cần 1 hoặc 2 camera với độ phân giải cao, thấu kính tốt là đủ, cấu hình máy mạnh, tốc độ xử lý mượt thì lúc đó chỉ cần cạnh tranh về giá chứ không cần số lượng camera dày đặc, thô thiển.",negative
Nếu thật sự mặt sau của máy như vây là quá xấu,negative
Nhà tôi toàn dùng vsmatr. đơn giản vì hợp túi tiền. Cho dù nó còn nhiều lỗi. Nếu mặt lưng của con này như thế tôi thấy xấu quá.,neutral
Nhìn 4 cái camera ở giữa xấu thế cho ra góc giống ip11 có p đẹp k,negative
Camera vị trí ơ góc có lẽ đẹp hơn,neutral
Xấu kinh.,negative
logo quá sấu,negative
Nếu đưa 1 đèn flash vào tâm 4 camera nhìn sẽ đẹp hơn,negative
Camera xếp thành hàng ngang hoặc dọc thì nhìn bắt mắt hơn,neutral
Hóng lắm rồi,positive
Em sẽ dùng điện thoại của Việt Nam mình sản xuất ạ!!!!!,positive
"Thiết kế mặt sau rất đẹp, cân xứng và hoàn hảo.",positive
"Đẹp quá giời ơi ,từ trong ra ngoài .Giá cả lại từ tốn ,mềm mỏng nữa cứ .Tôi yêu Vsmart .",positive
"Hãy dùng vinsmart live rồi sẽ cảm thấy tuyệt vời. Giá rẻ, khá đẹp và quan trọng là chất lượng tuyệt vời. Đừng đoán non đoán già. Hãy dùng rồi so sánh nhé",positive
"Mình đang dùng vinsmart line đây. Quá tốt và quá rẻ. Mình đã dùng rất nhiều điện thoại cao cấp từ ss, iPhone, Oppo... Nhưng cực kì hài lòng về vismart",positive
Đẹp quá hy vọng giá bình dân,positive
Cam sau xấu,negative
"Đang dùng 1 em Live thấy được, chưa hỏng sao đổi mới giờ nhỉ?",positive
Hóng 5g ra để mua,neutral
Hôm trước thấy 1 bài thì hình như em này có Cam ẩn dưới màn hình thì phải. Không phải Cam trước thò thụt nữa.,neutral
"Máy cũ Android cập nhật phần mềm thì càng nhanh, IOS cập nhật phần mềm thì máy cũ càng chậm. Ngược đời",negative
Thích dùng iOS là vậy.,positive
"Ra mắt 7 năm vẩn còn hoạt động tốt và nhận được bản cập nhất, đó là điều rất quan trọng đẳng cấp của thượng hiệu, các sản phẩm Android giờ còn sống sót ko ?",neutral
Vấn đề đặt ra sau khi up thì sao?lag giật đùng đùng thì up chả để làm gì,negative
"Đó là cái đọc đáo khác biệt của ios, thường xuyên có bản cập nhật và vẫn được cập nhật sau thời gian 7 năm!",positive
"7 năm vẫn được cập nhập, còn samsung , 1 flagship qua 1 năm thì ..... Và hết 2 năm thì ...",neutral
Apple có gửi bản cập nhật thì cũng không dám up lên. Sợ họ cố tình làm chậm hay gây lỗi cho máy cũ để ép người dùng mua máy mới.,negative
Họ muốn thống kê xem còn bao nhiêu con 5S vẫn hoạt động.,neutral
"Đối với tôi, những còn đang dùng ip 5s làm máy chính, thì lý do để họ còn dùng là chưa kiếm đc máy nào tốt và tiện dụng hơn để thay thế...",neutral
Máy chạy tốt mọi chức năng vẫn OK,positive
"iPhone 5s để ở iOS 10 e bán đc 1tr2, nâng lên 12.4.7 cái xuống còn 800k :v",neutral
Chẳng qua là cập nhật vá lỗi bảo mật và bổ sung thêm các phương thức về chia sẻ Bluetooth để phòng chóng nCovid 2019 thôi có gì mà phải tâng bốc Apple quá mức thế!?,neutral
Máy đời cũ toàn up cho lag hết xài chứ có được cái gì. Càng up càng lag nóng,negative
Cập nhật để được giảm hiệu năng mọi người ơi!,negative
"Chả cập nhật còn nghe gọi túc tắc, cập nhật xong có khi lại mất sóng, rớt wifi. Các ifan không biết có dám liều 1 chuyến!?",negative
"Nghe đến apple cập nhật cho các dòng ip cũ là e sợ lắm các bác à. Con ip cũ đang xài ngon lành, cập nhật lên cái thành cục sắt luôn",neutral
Quan trọng là có dám cập nhật k? Hay là cảm thấy phiền phức khi cứ bị nhắc hoài.,neutral
Lỡ cập Nhật cho con 5s rồi may quá vẫn dùng ok..hết hồn,positive
"Không cập nhật còn dùng được, cập nhật xong là vứt luôn.",negative
Đang dùng con 4s có nên cập nhật ko nhỉ ?,neutral
"""Bản cập nhật phần mềm này có nhiệm vụ chính là vá lỗi, thay vì bổ sung tính năng mới hay cải thiện hiệu năng.""",neutral
Dự là sau bản cập nhật này máy sẽ chạy tốc độ còn 15km/h và sau đó tất cả người sài 5s hiện tại sẽ đổi qua iphone 11,neutral
Vẫn trung thành với em nó và cảm nhận vẫn tuyệt vời!,positive
"IOS 4,5,6,7 ko nên tiếp tục cập nhật. Máy chạy chậm hơn. Chức năng kém đi khi cập nhật.",negative
làm sao để hạ ios 13,neutral
android trên 4 năm chắc chả còn thấy đc bao nhiêu người dùng nữa ấy chứ. À mà android có đc cập nhật đến từng đấy năm đâu nhỉ.,neutral
ngày xưa ông nào mà có con này thì hơi bị giàu đấy,neutral
Lên IOS mới cho 5S là xác định chuẩn bị mua máy mới!,neutral
Sau khi dùng Note 8 một năm thì chưa bao giờ có ý định quay lại dùng SS nói riêng và Anroid nói chung.,neutral
Cập Nhật xong cho vào tủ kính.,neutral
rất ấn tượng với camera của Bkav!,positive
Kinh ngạc về chất ảnh đêm đen. Các bạn thật tuyệt vời BKAV ạ,positive
"rất tự hào, đây sẽ là nền móng cho sự phát triển công nghệ ở Việt Nam trong tương lai",positive
Bắt đầu nể bác Quảng rồi đấy,positive
Chúc BKAV ngày càng phát triển!,positive
Bữa giờ 3 ngày nay mình cũng được thưởng thức ảnh của 1 anh chụp bằng B. Phone 86 phải nói tuyệt đẹp.,positive
"Chắc thời gian tới mua 1 E của BKAV.Trước tiên là trải nghiệm,thứ 2 ủng hộ hàng việt nam chất lượng.",positive
"Rất tuyệt vời! BKAV luôn tìm tòi để hoàn thiện sản phẩm, ngày càng thấy tốt hơn.",positive
Tôi dùng Bphone 2 vẫn còn tốt. Đã cố đổi lên Bphone 3 hiện dùng vẫn quá tốt. Giờ lại ra Bphone 4 ngon thế này thì tốn kém cho tôi quá. Chúc mừng Bkav và Bphone,positive
Mình đã xài và cảm thấy rất hài lòng,positive
"Tôi rất thích, sẽ mua thêm cái này dù đã có IP và SS loại mới nhất",positive
"Bphoen hoàn thiệt rất tốt, không thua kém gì các flatship các hãng khác. Mọi người chỉ chê hiệu năng chơi game mà ko ủng hộ những thứ khác tốt đẹp của sản phẩm việt",positive
Luôn ủng hộ BKAV,positive
"Camera đêm thì sao nhỉ, trước tôi tìm cam đêm, quay xa để quản lý công việc mà toàn 600- 1 tỷ",neutral
Quá đẳng cấp. Ước gì có 1 em Bphone B86 thôi cũng hạnh phúc lắm rồi.,positive
Cam ngon nha! Mỗi hãng có 1 chiến lược kinh doanh riêng!,positive
Anti thì lại nói : thật không thể ti được cho xem .,neutral
khác gì chụp phơi sáng đâu,neutral
Đẹp quá !,positive
Rất tuyệt,positive
Vượt trội,positive
Thiết kế này mà không camera thò thụt thì tuyệt vời. Với lịch sử giá của vsm thì hi vọng vẫn có giá rẻ cấu hình tốt,positive
"Dự là phân khúc đt cao cấp năm nay có nhiều thứ hay ho rồi đây. Hóng camera ẩn dưới màn hình của vsmart, nếu con này ra mắt mình sẽ đi trải nghiệm thử ngay và luôn",positive
nếu thực sự là camera ẩn dưới màn hình thì mình sẽ ủng hộ một chú,positive
Chúc Vinsmart thành công mỹ mãn.,positive
Giá dưới 10tr thì cũng đáng mong chờ,neutral
"Cam ẩn dưới màn hình nghe lạ nhỉ, nếu ra mắt thị trường thì là lần đầu tiên còn gì. Vsmart có vẻ đang hướng tới phân khúc cao cấp hơn. Chờ đợi xem sao",positive
Ôi xịnnnn. Vsmart có những bước đi nhanh và đầy bất ngờ.,positive
